,bookId,title,price,author,a_id
252,39832183-the-guernsey-literary-and-potato-peel-pie-society,The Guernsey Literary and Potato Peel Pie Society,277.4,"Mary Ann Shaffer, Annie Barrows",4567
253,46170.For_Whom_the_Bell_Tolls,For Whom the Bell Tolls,529.42,Ernest Hemingway,8244
254,7745.Fear_and_Loathing_in_Las_Vegas,Fear and Loathing in Las Vegas,432.44,"Hunter S. Thompson, Ralph Steadman (Illustrator)",8456
255,9328.The_House_of_the_Spirits,The House of the Spirits,252.32,"Isabel Allende (Goodreads Author), Magda Bogin (Translator)",8633
256,24812.The_Complete_Calvin_and_Hobbes,The Complete Calvin and Hobbes,8410.92,Bill Watterson,3941
257,546018.Roots,Roots: The Saga of an American Family,235.6,Alex Haley,6215
258,10614.Misery,Misery,85.12,Stephen King (Goodreads Author),4710
259,6294.Howl_s_Moving_Castle,Howl's Moving Castle,452.2,Diana Wynne Jones,4172
260,350.Stranger_in_a_Strange_Land,Stranger in a Strange Land,486.4,Robert A. Heinlein,4429
261,41044096-island-of-the-blue-dolphins,Island of the Blue Dolphins,529.42,Scott O'Dell,3368
262,4502877-midnight-sun-2008-draft,Midnight Sun [2008 Draft],529.42,Stephenie Meyer,6201
263,6892870-the-girl-who-kicked-the-hornet-s-nest,The Girl Who Kicked the Hornet's Nest,124.64,"Stieg Larsson, Reg Keeland (Translator)",4651
264,29044.The_Secret_History,The Secret History,692.36,Donna Tartt,3091
265,32234.White_Oleander,White Oleander,371.64,Janet Fitch (Goodreads Author),4345
266,48855.The_Diary_of_a_Young_Girl,The Diary of a Young Girl,529.42,"Anne Frank, Eleanor Roosevelt (Introduction), 郭清玲 (Translator), Barbara Mooyaart-Doubleday (Translator)",3526
267,11614718-delirium,Delirium,217.36,Lauren Oliver (Goodreads Author),5376
268,11505797-beautiful-disaster,Beautiful Disaster,529.42,Jamie McGuire (Goodreads Author),6410
269,12996.Othello,Othello,513.76,William Shakespeare,5645
270,6801755-flow-down-like-silver,Flow Down Like Silver: Hypatia of Alexandria,614.08,Ki Longfellow (Goodreads Author),6020
271,6442769-paper-towns,Paper Towns,122.36,John Green (Goodreads Author),7823
272,43814.The_Vampire_Lestat,The Vampire Lestat,431.68,Anne Rice,6594
273,39280444-speak,Speak,385.32,Laurie Halse Anderson (Goodreads Author),6662
274,12505.The_Idiot,The Idiot,414.96,"Fyodor Dostoyevsky, Anna Brailovsky (Translator), Eva M. Martin (Translator), Constance Garnett (Translator), Martin Geeson (Narrator), Joseph Frank (Introduction)",8281
275,12938.King_Lear,King Lear,287.28,William Shakespeare,5645
276,43545.The_Once_and_Future_King,The Once and Future King,202.16,T.H. White,8371
277,227711.I_Know_This_Much_Is_True,I Know This Much Is True,223.44,Wally Lamb (Goodreads Author),8283
278,14497.Neverwhere,Neverwhere,354.16,Neil Gaiman (Goodreads Author),7764
279,1845.Into_the_Wild,Into the Wild,285.0,Jon Krakauer (Goodreads Author),4255
280,28194.Inkheart,Inkheart,267.52,"Cornelia Funke (Goodreads Author), Anthea Bell (Translator)",4029
281,46787.Uncle_Tom_s_Cabin,Uncle Tom's Cabin,529.42,Harriet Beecher Stowe,6407
282,28881.Lamb,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",270.56,Christopher Moore (Goodreads Author),7368
283,30236962-the-historian,The Historian,529.42,Elizabeth Kostova,8490
284,188572.The_Complete_Sherlock_Holmes,The Complete Sherlock Holmes,854.24,Arthur Conan Doyle,6680
285,19380.Candide,Candide,110.2,"Voltaire, Sara Gioacchino Corcos (Translator)",3325
286,6689.James_and_the_Giant_Peach,James and the Giant Peach,410.4,"Roald Dahl, Quentin Blake (Illustrator)",4621
287,16981.Invisible_Man,Invisible Man,529.42,Ralph Ellison,4108
288,19288043-gone-girl,Gone Girl,529.42,Gillian Flynn (Goodreads Author),7174
289,2184798.Blood_River,Blood River: A Journey to Africa's Broken Heart,209.76,Tim Butcher (Goodreads Author),3162
290,15997.Paradise_Lost,Paradise Lost,145.16,"John Milton, John Leonard (Editor, Contributor)",3888
291,27494.Leaves_of_Grass,Leaves of Grass,529.42,Walt Whitman,7257
292,32085.All_Creatures_Great_and_Small,All Creatures Great and Small,199.88,James Herriot,8838
293,3236307-graceling,Graceling,529.42,Kristin Cashore,6507
294,569564.The_Complete_Works,The Complete Works,337.44,William Shakespeare,5645
295,40440.The_Thirteenth_Tale,The Thirteenth Tale,133.76,Diane Setterfield (Goodreads Author),3245
296,29579.Foundation,Foundation,1162.04,Isaac Asimov,8812
297,11297.Norwegian_Wood,Norwegian Wood,988.0,"Haruki Murakami, Jay Rubin (Translator)",7289
298,133518.The_Things_They_Carried,The Things They Carried,252.32,Tim O'Brien,8909
299,4687.The_Cider_House_Rules,The Cider House Rules,390.64,John Irving (Goodreads Author),7726
300,2493.The_Time_Machine,The Time Machine,529.42,"H.G. Wells, Greg Bear (Introduction), Carlo Pagetti (Foreword)",7100
301,39662.Different_Seasons,Different Seasons,236.36,Stephen King (Goodreads Author),4710
302,4929.Kafka_on_the_Shore,Kafka on the Shore,624.72,"Haruki Murakami, Philip Gabriel (Translator)",8666
303,93.Heidi,Heidi,189.24,"Johanna Spyri, Beverly Cleary (Foreword), Angelo Rinaldi (Illustrator)",5416
304,37732.Are_You_There_God_It_s_Me_Margaret,"Are You There God? It's Me, Margaret",904.4,Judy Blume (Goodreads Author),6666
305,8755776-city-of-lost-souls,City of Lost Souls,399.76,Cassandra Clare (Goodreads Author),8310
306,10959.Sophie_s_World,Sophie's World,260.68,"Jostein Gaarder, Paulette Møller (Translator)",6606
307,16902.Walden,Walden,529.42,Henry David Thoreau,6055
308,1215032.The_Wise_Man_s_Fear,The Wise Man's Fear,1244.12,Patrick Rothfuss (Goodreads Author),3892
309,40937505,زندگی مه آلود پریا,529.42,سید مرتضی مصطفوی (Goodreads Author),5494
310,58345.The_Awakening,The Awakening,787.36,Kate Chopin,7311
311,16068905-fangirl,Fangirl,529.42,Rainbow Rowell (Goodreads Author),3157
312,228560.Sophie_s_Choice,Sophie's Choice,310.08,William Styron,8983
313,16735.The_Prince_of_Tides,The Prince of Tides,543.4,Pat Conroy,6152
314,6334.Never_Let_Me_Go,Never Let Me Go,490.96,Kazuo Ishiguro,8353
315,9520360-the-son-of-neptune,The Son of Neptune,487.92,Rick Riordan (Goodreads Author),3190
316,301082.Dead_Until_Dark,Dead Until Dark,240.16,Charlaine Harris (Goodreads Author),5286
317,9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,Fried Green Tomatoes at the Whistle Stop Cafe,1257.04,Fannie Flagg,4006
318,11857408-fifty-shades-darker,Fifty Shades Darker,481.08,E.L. James (Goodreads Author),6751
319,9969571-ready-player-one,Ready Player One,1256.28,Ernest Cline (Goodreads Author),4264
320,19089.Middlemarch,Middlemarch,417.24,"George Eliot, Michel Faber (Introduction)",8753
321,44186.The_Monster_at_the_End_of_this_Book,The Monster at the End of this Book,414.96,"Jon Stone, Michael J. Smollin (Illustrator)",7459
322,17927395-a-court-of-mist-and-fury,A Court of Mist and Fury,529.42,Sarah J. Maas (Goodreads Author),3397
323,37781.Things_Fall_Apart,Things Fall Apart,529.42,Chinua Achebe,7154
324,227443.Bridget_Jones_s_Diary,Bridget Jones's Diary,340.48,"Helen Fielding (Goodreads Author), Хелен Филдинг",5950
325,14942.Mrs_Dalloway,Mrs. Dalloway,101.08,"Virginia Woolf, Maureen Howard (Foreword)",5538
326,7260188-mockingjay,Mockingjay,260.68,Suzanne Collins,7541
327,5113.Franny_and_Zooey,Franny and Zooey,318.44,J.D. Salinger,5041
328,122.The_Power_of_One,The Power of One,304.0,Bryce Courtenay,4673
329,65605.The_Magician_s_Nephew,The Magician's Nephew,217.36,C.S. Lewis,5759
330,16793.Stardust,Stardust,509.2,Neil Gaiman (Goodreads Author),7764
331,32542.A_Time_to_Kill,A Time to Kill,529.42,John Grisham (Goodreads Author),4261
332,43615.The_Gunslinger,The Gunslinger,529.42,Stephen King (Goodreads Author),4710
333,47281.Number_the_Stars,Number the Stars,630.04,Lois Lowry (Goodreads Author),7907
334,36402034-do-androids-dream-of-electric-sheep,Do Androids Dream of Electric Sheep?,529.42,Philip K. Dick,6492
335,18710190-allegiant,Allegiant,209.76,Veronica Roth (Goodreads Author),8523
336,15745753-eleanor-park,Eleanor & Park,80.56,Rainbow Rowell (Goodreads Author),3157
337,21.A_Short_History_of_Nearly_Everything,A Short History of Nearly Everything,164.92,Bill Bryson,3170
338,33.The_Lord_of_the_Rings,The Lord of the Rings,529.42,J.R.R. Tolkien,5856
339,17347634-me-before-you,Me Before You,238.64,Jojo Moyes (Goodreads Author),8128
340,12127750-the-mark-of-athena,The Mark of Athena,388.36,Rick Riordan (Goodreads Author),3190
341,3153910-the-art-of-racing-in-the-rain,The Art of Racing in the Rain,400.52,Garth Stein (Goodreads Author),6960
342,7235533-the-way-of-kings,The Way of Kings,1728.24,Brandon Sanderson (Goodreads Author),8498
343,4374400-if-i-stay,If I Stay,290.32,Gayle Forman (Goodreads Author),3376
344,3685.Black_Beauty,Black Beauty,240.16,Anna Sewell,3392
345,9275658-legend,Legend,529.42,Marie Lu (Goodreads Author),8547
346,8921.The_Hound_of_the_Baskervilles,The Hound of the Baskervilles,529.42,"Arthur Conan Doyle, Anne Perry (Afterword)",4026
347,7588.A_Portrait_of_the_Artist_as_a_Young_Man,A Portrait of the Artist as a Young Man,446.12,"James Joyce, Seamus Deane (Editor), Jim Norton (Translation), Hans Walter Gabler, Jeri Johnson (Editor), J.M. Gaffney (Editor), Ludmila Savitzky (Translator)",5661
348,7733.Gulliver_s_Travels,Gulliver's Travels,248.52,"Jonathan Swift, Robert DeMaria Jr. (Editor)",7849
349,5826.Bel_Canto,Bel Canto,217.36,Ann Patchett,5069
350,28676.American_Psycho,American Psycho,253.84,Bret Easton Ellis,5705
351,5805.V_for_Vendetta,V for Vendetta,1113.4,"Alan Moore (Goodreads Author), David Lloyd (Illustrator)",5501
352,310259.Love_You_Forever,Love You Forever,262.96,"Robert Munsch, Sheila McGraw (Illustrator)",3142
353,6327.The_Witches,The Witches,291.84,"Roald Dahl, Quentin Blake (Illustrator)",4621
354,646462._,القرآن الكريم,529.42,Anonymous,6604
355,2213661.The_Graveyard_Book,The Graveyard Book,294.12,"Neil Gaiman (Goodreads Author), Dave McKean (Illustrator)",6719
356,14905.The_Complete_Novels,The Complete Novels,209.76,Jane Austen,3015
357,13536860-fifty-shades-freed,Fifty Shades Freed,304.0,E.L. James (Goodreads Author),6751
358,10920.Cold_Mountain,Cold Mountain,319.96,Charles Frazier,4323
359,43035.White_Fang,White Fang,240.16,"Jack London, مها محمود صالح (Goodreads Author) (Translator)",4538
360,11387515-wonder,Wonder,529.42,R.J. Palacio,5321
361,52357.Beowulf,Beowulf,345.8,"Unknown, Seamus Heaney (Translator)",4563
362,84981.Tuck_Everlasting,Tuck Everlasting,235.6,Natalie Babbitt,8691
363,68428.The_Final_Empire,The Final Empire,1590.68,Brandon Sanderson (Goodreads Author),8498
364,6304335-beautiful-creatures,Beautiful Creatures,478.04,"Kami Garcia (Goodreads Author), Margaret Stohl (Goodreads Author)",8111
365,16631.Steppenwolf,Steppenwolf,205.96,"Hermann Hesse, Basil Creighton (translator)",7035
366,45978.Eldest,Eldest,236.36,Christopher Paolini (Goodreads Author),4330
367,42899.Dark_Lover,Dark Lover,295.64,J.R. Ward (Goodreads Author),6068
368,46799.Go_Ask_Alice,Go Ask Alice,226.48,"Beatrice Sparks (as ""Anonymous""), Anonymous",5539
369,30528535,انتحار فاشل,529.42,أحمد جمال الدين رمضان,7545
370,228665.The_Eye_of_the_World,The Eye of the World,389.88,Robert Jordan,8216
371,391729.The_Tell_Tale_Heart_and_Other_Writings,The Tell-Tale Heart and Other Writings,424.08,Edgar Allan Poe,5566
372,77013.As_I_Lay_Dying,As I Lay Dying,289.56,William Faulkner,5487
373,5148.A_Separate_Peace,A Separate Peace,214.32,"John Knowles, David Levithan (Goodreads Author) (Afterword)",8864
374,15195.The_Complete_Maus,The Complete Maus,1051.84,Art Spiegelman,4043
375,45032.Mansfield_Park,Mansfield Park,236.36,"Jane Austen, Kathryn Sutherland (Editor)",4930
376,3985.The_Amazing_Adventures_of_Kavalier_Clay,The Amazing Adventures of Kavalier & Clay,285.76,Michael Chabon,3638
377,2248573.Brisingr,Brisingr,297.92,Christopher Paolini (Goodreads Author),4330
378,30528544,العصبي,529.42,أحمد جمال الدين رمضان,7545
379,60748.A_Child_Called_It_,"A Child Called ""It""",222.68,Dave Pelzer (Goodreads Author),5620
380,22232.Stargirl,Stargirl,171.0,Jerry Spinelli,7273
381,67896.Tao_Te_Ching,Tao Te Ching,608.0,"Lao Tzu, Gia-Fu Feng (Translation), Jane English (Translation), Toinette Lippe (Goodreads Author) (Translation), Jacob Needleman (Translation)",3215
382,5526.Dear_John,Dear John,124.64,Nicholas Sparks (Goodreads Author),3158
383,14836.Midnight_s_Children,Midnight's Children,64.6,Salman Rushdie,4642
384,12578077-obsidian,Obsidian,529.42,Jennifer L. Armentrout (Goodreads Author),5865
385,11590._Salem_s_Lot,'Salem's Lot,85.12,Stephen King (Goodreads Author),4710
386,76778.The_Martian_Chronicles,The Martian Chronicles,275.88,Ray Bradbury,5116
387,7791997-crescendo,Crescendo,440.8,Becca Fitzpatrick (Goodreads Author),3280
388,11713.The_English_Patient,The English Patient,1219.8,Michael Ondaatje,4680
389,4406.East_of_Eden,East of Eden,399.76,John Steinbeck,5496
390,49628.Cloud_Atlas,Cloud Atlas,87.4,David Mitchell,8945
391,629.Zen_and_the_Art_of_Motorcycle_Maintenance,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,335.16,Robert M. Pirsig,7536
392,18007564-the-martian,The Martian,199.88,Andy Weir (Goodreads Author),8102
393,5358.The_Firm,The Firm,234.84,"John Grisham (Goodreads Author), Robin Waterfield (Adapter)",8362
394,6400090-the-last-song,The Last Song,249.28,Nicholas Sparks (Goodreads Author),3158
395,17150.My_ntonia,My Ántonia,217.36,Willa Cather,7674
396,10429045-shatter-me,Shatter Me,365.56,Tahereh Mafi,8877
397,18122.The_Amber_Spyglass,The Amber Spyglass,124.64,Philip Pullman,4125
398,130440.Doctor_Zhivago,Doctor Zhivago,498.56,"Boris Pasternak, John Bayley (Introduction), Max Hayward (Translator), Manya Harari (Translator)",5276
399,30597.The_Hunchback_of_Notre_Dame,The Hunchback of Notre-Dame,252.32,"Victor Hugo, Walter J. Cobb (Translator)",6386
400,2932.Robinson_Crusoe,Robinson Crusoe,529.42,"Daniel Defoe, Virginia Woolf (Introduction)",3482
401,15645.Inferno,Inferno,405.84,"Dante Alighieri, Anthony M. Esolen (Translator)",8369
402,6952.Like_Water_for_Chocolate,Like Water for Chocolate,197.6,"Laura Esquivel, Thomas Christensen (Goodreads Author) (Translator), Carol Christensen (Translator)",6931
403,251688.Breakfast_at_Tiffany_s_and_Three_Stories,Breakfast at Tiffany's and Three Stories,529.42,Truman Capote,8240
404,31685789-room,Room,529.42,Emma Donoghue (Goodreads Author),6515
405,5364.Dragonfly_in_Amber,Dragonfly in Amber,364.8,Diana Gabaldon (Goodreads Author),6995
406,4980.Breakfast_of_Champions,Breakfast of Champions,214.32,Kurt Vonnegut Jr.,7435
407,6319.The_BFG,The BFG,209.0,"Roald Dahl, Quentin Blake (Illustrator)",4621
408,23437156-six-of-crows,Six of Crows,439.28,Leigh Bardugo (Goodreads Author),8699
409,862041.Harry_Potter_Series_Box_Set,Harry Potter Series Box Set,5871.0,J.K. Rowling,7039
410,22463.The_Origin_of_Species,The Origin of Species,424.08,Charles Darwin,5616
411,5211.A_Fine_Balance,A Fine Balance,555.56,Rohinton Mistry,3932
412,8490112-daughter-of-smoke-bone,Daughter of Smoke & Bone,379.24,Laini Taylor (Goodreads Author),4973
413,51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,254.6,"Robert Louis Stevenson, Vladimir Nabokov (Introduction), Mervyn Peake (Illustrator), Théo Varlet (Translation), Patrick Horgan (Narrator), Dan Chaon (Goodreads Author) (Afterword)",8341
414,8755785-city-of-heavenly-fire,City of Heavenly Fire,636.12,Cassandra Clare (Goodreads Author),8310
415,3975774-evermore,Evermore,110.2,Alyson Noel (Goodreads Author),4552
416,41637836-the-subtle-knife,The Subtle Knife,529.42,Philip Pullman,4125
417,12898.Death_of_a_Salesman,Death of a Salesman,297.92,Arthur Miller,3297
418,10644930-11-22-63,11/22/63,471.96,Stephen King (Goodreads Author),4710
419,11989.The_Plague,The Plague,529.42,"Albert Camus, Stuart Gilbert (Translator)",5590
420,386187.Midnight_in_the_Garden_of_Good_and_Evil,Midnight in the Garden of Good and Evil,336.68,John Berendt,5242
421,12220.A_Streetcar_Named_Desire,A Streetcar Named Desire,399.76,Tennessee Williams,4731
422,6759.Infinite_Jest,Infinite Jest,773.68,David Foster Wallace,4091
423,28862.The_Prince,The Prince,431.68,"Niccolò Machiavelli, Rufus Goodwin (Translator), Benjamin Martinez (Illustrator)",3013
424,1420.Hamlet,Hamlet,167.2,"William Shakespeare, Harold Bloom (Contributor), Rex Gibson (Editor)",4591
425,14706.Faust_First_Part,"Faust, First Part",480.32,"Johann Wolfgang von Goethe, Peter Salm (Translator)",3586
426,40873273-snow-flower-and-the-secret-fan,Snow Flower and the Secret Fan,529.42,Lisa See (Goodreads Author),7770
427,28921.The_Remains_of_the_Day,The Remains of the Day,529.42,Kazuo Ishiguro,8353
428,6936382-anna-and-the-french-kiss,Anna and the French Kiss,236.36,Stephanie Perkins (Goodreads Author),5089
429,13497.A_Feast_for_Crows,A Feast for Crows,380.0,George R.R. Martin,3974
430,13152.The_Angel_Experiment,The Angel Experiment,260.68,James Patterson (Goodreads Author),5707
431,9460487-miss-peregrine-s-home-for-peculiar-children,Miss Peregrine's Home for Peculiar Children,529.42,Ransom Riggs,3884
432,7735333-matched,Matched,124.64,Ally Condie (Goodreads Author),4504
433,43448.Flowers_in_the_Attic,Flowers in the Attic,666.52,V.C. Andrews,4497
434,7354.The_Shipping_News,The Shipping News,98.04,Annie Proulx,4533
435,8664353-unbroken,"Unbroken: A World War II Story of Survival, Resilience and Redemption",87.4,Laura Hillenbrand,5839
436,136116.The_Scarlet_Pimpernel,The Scarlet Pimpernel,529.42,Emmuska Orczy,8539
437,15717943-hopeless,Hopeless,529.42,Colleen Hoover (Goodreads Author),6145
438,14201.Jonathan_Strange_Mr_Norrell,Jonathan Strange & Mr Norrell,529.42,Susanna Clarke,5189
439,187181.The_Chosen,The Chosen,152.0,Chaim Potok,6248
440,285092.High_Fidelity,High Fidelity,196.08,Nick Hornby,6311
441,394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,"Blood Meridian, or the Evening Redness in the West",529.42,Cormac McCarthy,6269
442,18143977-all-the-light-we-cannot-see,All the Light We Cannot See,338.2,Anthony Doerr (Goodreads Author),3065
443,11324204-houdini-heart,Houdini Heart,348.08,Ki Longfellow (Goodreads Author),6020
444,249747.Artemis_Fowl,Artemis Fowl,377.72,Eoin Colfer,8270
445,19302.Pippi_Longstocking,Pippi Longstocking,509.2,"Astrid Lindgren, Florence Lamborn (Translator), Louis S. Glanzman (Illustrator)",4122
446,3950967-the-tales-of-beedle-the-bard,The Tales of Beedle the Bard,136.04,J.K. Rowling,7039
447,10956.The_Virgin_Suicides,The Virgin Suicides,202.92,Jeffrey Eugenides,3596
448,101299.The_Reader,The Reader,240.16,"Bernhard Schlink, Carol Brown Janeway (Translator)",7434
449,14866.Nineteen_Minutes,Nineteen Minutes,202.16,Jodi Picoult (Goodreads Author),5915
450,12127810-the-house-of-hades,The House of Hades,608.0,Rick Riordan (Goodreads Author),3190
451,33600.Shantaram,Shantaram,453.72,Gregory David Roberts,7480
452,397483.The_Devil_in_the_White_City,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",400.52,Erik Larson (Goodreads Author),6397
453,11422.Redeeming_Love,Redeeming Love,289.56,Francine Rivers (Goodreads Author),4417
454,53835.The_Age_of_Innocence,The Age of Innocence,286.52,"Edith Wharton, Maureen Howard (Introduction)",8465
455,1656001.The_Host,The Host,295.64,Stephenie Meyer,6201
456,6411961-the-lost-symbol,The Lost Symbol,64.6,Dan Brown (Goodreads Author),5193
